0\miss\0_886.frame,585,492,5
0\miss\1_074.frame,874,111,4
0\miss\1_074.frame,875,249,4
0\miss\1_074.frame,853,512,4
0\miss\1_074.frame,170,516,4
0\miss\1_074.frame,345,524,4
0\miss\1_559.frame,564,205,0
0\miss\1_559.frame,319,427,0
0\miss\1_605.frame,212,455,0
0\miss\1_605.frame,501,475,0
0\miss\1_605.frame,796,190,0
0\miss\1_605.frame,259,230,0
0\miss\1_605.frame,830,474,0
0\miss\1_790.frame,856,265,0
0\miss\1_810.frame,436,315,5
0\miss\1_810.frame,429,378,5
0\miss\1_810.frame,437,270,5
0\miss\2_296.frame,729,448,0
0\miss\2_296.frame,432,475,0
0\miss\2_296.frame,239,459,0
0\miss\2_542.frame,552,376,4
0\miss\2_542.frame,581,304,4
0\miss\2_542.frame,391,299,4
0\miss\2_542.frame,262,312,4
0\miss\2_542.frame,135,304,4
0\miss\2_680.frame,519,252,0
0\miss\2_680.frame,464,476,0
0\miss\3_517.frame,270,317,0
0\miss\3_779.frame,80,77,4
0\miss\3_779.frame,320,84,4
0\miss\3_779.frame,335,116,4
0\miss\3_779.frame,117,40,4
0\miss\3_780.frame,91,322,4
0\miss\3_780.frame,269,376,4
0\miss\3_780.frame,308,439,4
0\miss\3_780.frame,116,424,4
0\mv_1\frame0004.frame,537,511,4
0\mv_1\frame0012.frame,568,130,4
0\mv_1\frame0012.frame,436,130,4
0\mv_1\frame0012.frame,706,132,4
0\n1\frame0003.frame,637,318,4
0\n1\frame0004.frame,615,194,4
0\n1\frame0004.frame,828,383,4
0\n1\frame0005.frame,131,505,0
0\n1\frame0005.frame,237,395,0
0\n1\frame0005.frame,277,242,0
0\n1\frame0005.frame,549,271,4
0\n1\frame0005.frame,774,229,4
0\n\11.frame,253,178,4
0\n\12.frame,539,451,4
0\n\12.frame,533,373,4
0\n\12.frame,622,180,4
0\n\12.frame,775,140,4
0\n\12.frame,909,168,4
0\nn\0.frame,749,327,6
0\nn\0.frame,354,446,0
0\nn\03.frame,839,493,6
0\nn\04.frame,826,494,6
0\nn\05.frame,827,418,6
0\nn\1.frame,387,383,6
0\nn\1.frame,689,111,0
0\nn\2.frame,201,398,6
0\nn\2.frame,440,94,0
0\nn\2.frame,517,322,0
0\nn\5.frame,390,406,0
0\nn\5.frame,311,87,0
0\nn\5.frame,827,410,6
0\nn\frame0000.frame,698,325,6
0\nn\frame0001.frame,379,496,0
0\nn\frame0001.frame,747,330,6
0\nn\frame0002.frame,775,333,6
0\nn\frame0002.frame,343,445,0
0\nn\frame0003.frame,799,336,6
0\nn\frame0003.frame,337,472,0
0\nn\frame0003.frame,381,289,0
0\nn\frame0003.frame,197,279,0
0\nn\frame0004.frame,827,343,6
0\nn\frame0004.frame,329,237,0
0\nn\frame0004.frame,405,492,0
0\nn\frame0004.frame,671,510,0
0\nn\frame0005.frame,849,342,6
0\nn\frame0006.frame,270,322,6
0\nn\frame0007.frame,184,327,6
0\nn\frame0007.frame,306,95,0
0\nn\frame0007.frame,508,102,0
0\nn\frame0009.frame,568,82,6
0\nn\frame0009.frame,708,492,0
0\nn\frame0009.frame,352,415,0
0\nn\frame0009.frame,630,284,0
0\nn\frame0010.frame,717,453,0
0\nn\frame0010.frame,501,419,0
0\nn\frame0010.frame,317,434,0
0\nn\frame0010.frame,598,82,6
0\nn\n1.frame,362,169,0
0\nn\n1.frame,595,374,0
0\nn\n13.frame,489,333,6
0\nn\n13.frame,689,114,0
0\nn\n13.frame,771,147,0
0\nn\n13.frame,532,100,0
0\nn\n13.frame,621,87,0
0\nn\n14.frame,759,178,0
0\nn\n14.frame,667,102,0
0\nn\n14.frame,532,333,6
0\nn\n15.frame,656,150,0
0\nn\n15.frame,130,115,0
0\nn\n15.frame,692,369,0
0\nn\n2.frame,738,401,0
0\nn\n2.frame,522,185,0
2020.10.20\0_404.frame,470,206,10
2020.10.20\0_420.frame,643,437,10
2020.10.20\0_815.frame,736,115,1
2020.10.20\0_815.frame,739,283,1
2020.10.20\0_815.frame,380,96,1
2020.10.20\0_815.frame,155,212,0
2020.10.20\1_293.frame,682,467,10
2020.10.20\1_293.frame,792,455,10
2020.10.20\1_293.frame,332,94,0
2020.10.20\1_293.frame,155,212,0
2020.10.20\1_293.frame,155,271,0
2020.10.20\2_312.frame,801,210,10
2020.10.20\2_312.frame,568,330,0
2020.10.20\2_312.frame,568,448,0
2020.10.20\2_425.frame,240,85,5
2020.10.20\2_425.frame,568,153,0
2020.10.20\2_425.frame,627,212,0
2020.10.20\2_425.frame,745,212,0
2020.10.20\2_425.frame,450,271,0
2020.10.20\2_425.frame,686,271,0
2020.10.20\2_425.frame,745,330,0
2020.10.20\2_669.frame,320,473,0
2020.10.20\2_669.frame,84,540,0
2020.10.20\2_669.frame,499,517,1
2020.10.20\2_669.frame,835,97,1
2020.10.20\3_312.frame,181,208,10
2020.10.20\3_312.frame,240,175,10
2020.10.20\3_312.frame,450,271,0
2020.10.20\3_313.frame,871,481,10
2020.10.20\3_403.frame,378,467,13
2020.10.20\3_765.frame,77,473,0
2020.10.20\3_765.frame,391,212,0
2020.10.20\4_297.frame,140,246,10
2020.10.20\4_297.frame,239,188,10
2020.10.20\4_297.frame,450,94,0
2020.10.20\4_297.frame,391,389,0
2020.10.20\4_297.frame,391,507,0
2020.10.20\4_313.frame,304,422,10
2020.10.20\4_313.frame,399,378,10
2020.10.20\4_400.frame,313,415,10
2020.10.20\4_658.frame,314,398,0
2020.10.20\4_658.frame,450,94,0
2020.10.20\5_402.frame,359,175,13
2020.10.20\5_402.frame,357,301,1
2020.10.20\dist_6_frame_2.frame,443,252,5
2020.10.20\dist_6_frame_2.frame,627,271,0
2020.10.20\dist_6_frame_2.frame,214,389,0
2020.10.20\dist_6_frame_2.frame,155,507,0
2020.10.20\dist_6_frame_3.frame,439,275,5
2020.10.20\dist_6_frame_3.frame,448,194,5
2020.10.20\dist_6_frame_3.frame,440,315,5
2020.10.20\dist_6_frame_4.frame,740,416,0
2020.10.20\dist_6_frame_4.frame,496,253,5
2020.10.20\dist_6_frame_4.frame,497,184,5
2020.10.20\dist_6_frame_4.frame,273,448,0
2020.10.20\dist_6_frame_5.frame,494,151,5
2020.10.20\dist_6_frame_5.frame,495,102,5
2020.10.20\dist_6_frame_5.frame,273,212,0
2020.10.20\dist_6_frame_5.frame,214,271,0
2020.10.20\dist_6_frame_5.frame,273,271,0
2020.10.21\0_108.frame,507,501,6
2020.10.21\0_108.frame,804,389,0
2020.10.21\1_442.frame,686,212,8
2020.10.21\2_199.frame,104,253,13
2020.10.21\2_199.frame,110,112,1
2020.10.21\2_199.frame,509,507,0
2020.10.21\2_442.frame,79,257,8
2020.10.21\2_442.frame,82,259,8
2020.10.21\2_442.frame,435,52,9
2020.10.21\2_442.frame,332,448,0
2020.10.21\2_442.frame,450,507,0
2020.10.21\2_519.frame,745,212,0
2020.10.21\2_519.frame,804,212,0
2020.10.21\2_519.frame,214,271,0
2020.10.21\2_519.frame,332,389,0
2020.10.21\2_519.frame,273,448,0
2020.10.21\2_519.frame,450,507,0
2020.10.21\2_839.frame,487,361,6
2020.10.21\2_839.frame,155,153,0
2020.10.21\3_397.frame,367,110,10
2020.10.21\3_398.frame,364,496,10
2020.10.21\3_420.frame,693,233,10
2020.10.21\3_554.frame,535,361,3
2020.10.21\3_554.frame,804,389,0
2020.10.21\3_585.frame,568,153,0
2020.10.21\3_585.frame,273,212,0
2020.10.21\3_585.frame,391,271,0
2020.10.21\3_585.frame,450,271,0
2020.10.21\3_585.frame,155,330,0
2020.10.21\3_673.frame,391,94,0
2020.10.21\3_673.frame,155,153,0
2020.10.21\3_673.frame,450,153,0
2020.10.21\3_673.frame,273,330,0
2020.10.21\3_673.frame,391,330,0
2020.10.21\3_673.frame,568,389,0
2020.10.21\3_673.frame,332,448,0
2020.10.21\3_673.frame,686,448,0
2020.10.21\3_778.frame,218,436,0
2020.10.21\3_778.frame,804,271,0
2020.10.21\3_778.frame,155,389,0
2020.10.21\3_778.frame,804,389,0
2020.10.21\3_778.frame,273,448,0
2020.10.21\3_778.frame,332,507,0
2020.10.21\4_130.frame,439,333,6
2020.10.21\4_130.frame,745,448,0
2020.10.21\4_130.frame,745,507,0
2020.10.21\4_218.frame,425,524,5
2020.10.21\4_218.frame,453,390,5
2020.10.21\4_285.frame,427,306,0
2020.10.21\4_285.frame,664,485,0
2020.10.21\4_420.frame,94,240,10
2020.10.21\4_420.frame,450,271,0
2020.10.21\4_420.frame,332,448,0
2020.10.21\4_432.frame,715,362,3
2020.10.21\4_555.frame,437,96,3
2020.10.21\4_555.frame,686,94,0
2020.10.21\4_555.frame,686,153,0
2020.10.21\4_555.frame,155,271,0
2020.10.21\4_709.frame,79,394,0
2020.10.21\5_131.frame,708,520,6
2020.10.21\5_131.frame,332,389,0
2020.10.21\5_439.frame,494,86,1
2020.10.21\5_439.frame,491,188,1
2020.10.21\5_439.frame,505,310,1
2020.10.21\5_651.frame,757,343,13
2020.10.21\5_651.frame,760,209,1
2020.10.21\5_651.frame,765,470,1
2020.10.21\5_651.frame,142,277,1
2020.10.21\5_651.frame,565,287,1
2020.10.21\5_651.frame,336,122,1
2020.10.21\5_651.frame,589,491,1
2020.10.21\5_651.frame,137,523,1
2020.10.23\0_651.frame,312,319,0
2020.10.23\1_139.frame,391,94,0
2020.10.23\1_139.frame,450,271,0
2020.10.23\1_139.frame,155,330,0
2020.10.23\1_189.frame,620,296,0
2020.10.23\1_189.frame,450,94,0
2020.10.23\1_189.frame,332,153,0
2020.10.23\1_189.frame,627,153,0
2020.10.23\1_189.frame,686,389,0
2020.10.23\1_207.frame,407,281,1
2020.10.23\1_207.frame,403,112,1
2020.10.23\1_207.frame,296,86,1
2020.10.23\1_207.frame,627,389,0
2020.10.23\1_207.frame,273,507,0
2020.10.23\1_303.frame,215,206,0
2020.10.23\1_303.frame,493,459,0
2020.10.23\1_303.frame,568,94,0
2020.10.23\1_303.frame,450,153,0
2020.10.23\1_303.frame,568,271,0
2020.10.23\1_303.frame,627,271,0
2020.10.23\1_303.frame,804,271,0
2020.10.23\1_303.frame,509,448,0
2020.10.23\1_429.frame,394,319,0
2020.10.23\1_429.frame,568,94,0
2020.10.23\1_564.frame,711,237,0
2020.10.23\1_564.frame,568,448,0
2020.10.23\1_641.frame,431,328,0
2020.10.23\1_641.frame,332,271,0
2020.10.23\1_686.frame,711,158,0
2020.10.23\1_686.frame,745,212,0
2020.10.23\1_800.frame,627,330,0
2020.10.23\1_800.frame,627,507,0
2020.10.23\1_805.frame,460,288,0
2020.10.23\1_805.frame,745,94,0
2020.10.23\1_805.frame,804,212,0
2020.10.23\1_805.frame,686,389,0
2020.10.23\1_818.frame,319,159,0
2020.10.23\1_818.frame,332,94,0
2020.10.23\1_818.frame,332,212,0
2020.10.23\1_818.frame,155,271,0
2020.10.23\1_818.frame,627,271,0
2020.10.23\1_818.frame,273,389,0
2020.10.23\1_818.frame,568,389,0
2020.10.23\2_118.frame,545,273,6
2020.10.23\2_118.frame,196,374,0
2020.10.23\2_490.frame,225,312,0
2020.10.23\2_490.frame,391,94,0
2020.10.23\2_490.frame,745,212,0
2020.10.23\2_490.frame,332,271,0
2020.10.23\2_624.frame,693,306,8
2020.10.23\2_624.frame,509,94,0
2020.10.23\2_624.frame,450,212,0
2020.10.23\2_665.frame,870,239,0
2020.10.23\2_665.frame,509,94,0
2020.10.23\2_665.frame,273,153,0
2020.10.23\2_665.frame,568,330,0
2020.10.23\2_752.frame,322,269,0
2020.10.23\2_752.frame,332,389,0
2020.10.23\2_752.frame,450,389,0
2020.10.23\2_752.frame,155,448,0
2020.10.23\2_752.frame,627,448,0
2020.10.23\2_752.frame,627,507,0
2020.10.23\2_823.frame,711,318,0
2020.10.23\2_823.frame,686,94,0
2020.10.23\2_823.frame,686,330,0
2020.10.23\2_829.frame,857,396,9
2020.10.23\2_829.frame,627,448,0
2020.10.23\2_861.frame,686,94,0
2020.10.23\2_861.frame,804,271,0
2020.10.23\2_861.frame,214,389,0
2020.10.23\3_631.frame,539,130,0
2020.10.23\3_631.frame,155,153,0
2020.10.23\3_631.frame,745,212,0
2020.10.23\4_868.frame,214,43,0
2020.10.23\4_868.frame,214,153,0
2020.10.23\4_868.frame,391,212,0
2020.10.23\4_868.frame,391,507,0
2020.10.23\5_132.frame,418,98,1
2020.10.23\5_132.frame,430,267,1
2020.10.23\5_132.frame,434,371,1
2020.10.23\5_139.frame,454,92,1
2020.10.23\5_139.frame,447,167,1
2020.10.23\5_139.frame,451,258,1
2020.10.23\5_139.frame,457,474,1
2020.10.23\5_296.frame,387,366,1
2020.10.23\5_296.frame,401,423,1
2020.10.23\5_767.frame,462,71,0
2020.10.23\5_767.frame,391,94,0
2020.10.23\5_767.frame,450,212,0
2020.10.23\5_767.frame,332,271,0
2020.10.23\5_767.frame,273,389,0
2020.10.23\5_767.frame,155,448,0
2020.10.23\5_767.frame,509,448,0
2020.10.23\5_767.frame,568,507,0
2020.10.23\5_767.frame,686,507,0
2020.10.24\frame0003.frame,688,445,13
2020.10.24\frame0003.frame,772,131,1
2020.10.24\frame0003.frame,776,325,1
2020.10.24\frame0003.frame,450,330,0
2020.10.24\frame0003.frame,273,389,0
2020.10.25\0_526.frame,565,268,4
2020.10.25\0_526.frame,684,270,4
2020.10.25\0_526.frame,749,259,4
2020.10.25\0_526.frame,799,262,4
2020.10.25\0_526.frame,267,221,4
2020.10.25\0_526.frame,214,253,4
2020.10.25\0_526.frame,330,266,4
2020.10.25\0_526.frame,506,132,4
2020.10.25\0_526.frame,791,149,4
2020.10.25\0_526.frame,206,122,4
2020.10.25\0_526.frame,301,112,4
2020.10.25\0_526.frame,399,125,4
2020.10.25\0_526.frame,444,263,4
2020.10.25\0_526.frame,646,137,4
2020.10.25\0_526.frame,522,156,4
2020.10.25\0_526.frame,338,151,4
2020.10.25\0_526.frame,714,169,4
2020.10.25\1_533.frame,211,247,6
2020.10.25\1_544.frame,885,401,11
2020.10.25\1_544.frame,789,494,10
2020.10.25\1_544.frame,883,366,11
2020.10.25\2_527.frame,868,274,4
2020.10.25\2_527.frame,862,332,4
2020.10.25\2_527.frame,751,316,4
2020.10.25\2_527.frame,625,309,4
2020.10.25\2_527.frame,505,270,4
2020.10.25\2_527.frame,394,316,4
2020.10.25\2_527.frame,339,304,4
2020.10.25\2_527.frame,343,173,4
2020.10.25\2_527.frame,739,214,4
2020.10.25\2_527.frame,557,195,4
2020.10.25\2_527.frame,840,235,4
2020.10.25\2_533.frame,444,324,6
2020.10.25\2_544.frame,165,499,10
2020.10.25\2_544.frame,260,418,11
2020.10.25\2_544.frame,249,399,11
2020.10.25\3_073.frame,632,148,4
2020.10.25\3_073.frame,575,154,4
2020.10.25\3_073.frame,689,96,4
2020.10.25\3_073.frame,867,206,4
2020.10.25\3_073.frame,859,330,4
2020.10.25\3_073.frame,275,211,4
2020.10.25\3_073.frame,308,357,4
2020.10.25\3_073.frame,560,501,4
2020.10.25\3_073.frame,879,485,4
2020.10.25\3_073.frame,859,415,4
2020.10.25\3_073.frame,812,115,4
2020.10.25\3_448.frame,453,451,0
2020.10.25\3_448.frame,474,467,0
2020.10.25\3_448.frame,245,312,0
2020.10.25\3_448.frame,509,153,0
2020.10.25\3_448.frame,391,448,0
2020.10.25\3_527.frame,273,267,4
2020.10.25\3_527.frame,235,314,4
2020.10.25\3_527.frame,213,174,4
2020.10.25\3_527.frame,129,332,4
2020.10.25\3_527.frame,102,255,4
2020.10.25\3_527.frame,94,374,4
2020.10.25\3_527.frame,138,222,4
2020.10.25\3_534.frame,231,294,6
2020.10.25\3_640.frame,365,88,4
2020.10.25\3_640.frame,120,169,4
2020.10.25\3_640.frame,89,85,4
2020.10.25\3_640.frame,259,92,4
2020.10.25\3_640.frame,804,271,0
2020.10.25\3_640.frame,450,330,0
2020.10.25\3_850.frame,509,448,0
2020.10.25\4_074.frame,167,276,4
2020.10.25\4_074.frame,163,379,4
2020.10.25\4_074.frame,226,399,4
2020.10.25\4_074.frame,188,485,4
2020.10.25\4_074.frame,229,511,4
2020.10.25\4_074.frame,804,448,0
2020.10.25\dist_17_frame_1.frame,274,210,1
2020.10.25\dist_17_frame_1.frame,272,273,1
2020.10.25\dist_17_frame_1.frame,331,272,1
2020.10.25\dist_17_frame_1.frame,274,332,1
2020.10.25\dist_17_frame_1.frame,364,158,1
2020.10.25\dist_17_frame_1.frame,337,511,1
2020.10.25\dist_17_frame_1.frame,277,505,1
2020.10.25\dist_1_frame_1.frame,477,82,0
2020.10.25\dist_20_frame_1.frame,496,154,1
2020.10.25\dist_20_frame_1.frame,666,528,1
2020.10.25\dist_20_frame_1.frame,495,532,1
2020.10.25\dist_20_frame_8.frame,511,228,1
2020.10.25\dist_20_frame_8.frame,389,97,1
2020.10.25\dist_20_frame_8.frame,279,73,1
2020.10.25\dist_23_frame_1.frame,521,175,1
2020.10.25\dist_23_frame_1.frame,432,103,1
2020.10.25\dist_23_frame_1.frame,375,64,1
2020.10.25\dist_23_frame_1.frame,523,68,1
2020.10.25\dist_35_frame_11.frame,515,83,1
2020.10.25\dist_35_frame_11.frame,592,534,1
2020.10.25\dist_35_frame_11.frame,521,532,1
2020.10.25\dist_35_frame_11.frame,328,510,1
2020.10.25\dist_35_frame_11.frame,274,446,1
2020.10.25\dist_37_frame_1.frame,481,189,0
2020.10.25\dist_37_frame_1.frame,509,153,0
2020.10.25\dist_38_frame_1.frame,633,93,1
2020.10.25\dist_38_frame_1.frame,573,92,1
2020.10.25\dist_38_frame_1.frame,518,91,1
2020.10.25\dist_38_frame_1.frame,395,510,1
2020.10.25\dist_38_frame_1.frame,386,453,1
2020.10.25\dist_38_frame_1.frame,448,505,1
2020.10.25\dist_38_frame_1.frame,628,507,1
2020.10.25\dist_38_frame_1.frame,451,205,1
2020.10.25\dist_48_frame_1.frame,480,114,0
2020.10.25\dist_48_frame_1.frame,477,85,0
2020.10.25\dist_48_frame_1.frame,155,94,0
2020.10.25\dist_50_frame_7.frame,478,240,0
2020.10.25\dist_50_frame_7.frame,509,285,0
2020.10.25\dist_50_frame_7.frame,652,241,0
2020.10.25\dist_50_frame_7.frame,509,153,0
2020.10.25\dist_57_frame_2.frame,482,292,0
2020.10.25\dist_57_frame_2.frame,478,326,0
2020.10.25\dist_60_frame_3.frame,478,291,0
2020.10.25\dist_60_frame_3.frame,332,330,0
2020.10.25\frame0000.frame,713,160,4
2020.10.25\frame0000.frame,554,156,4
2020.10.25\frame0000.frame,521,314,4
2020.10.25\frame0000.frame,693,487,4
2020.10.25\frame0000.frame,550,487,4
2020.10.25\frame0000.frame,643,168,4
2020.10.25\frame0000.frame,245,89,4
2020.10.25\frame0000.frame,353,89,4
2020.10.25\frame0000.frame,494,88,4
2020.10.25\frame0000.frame,263,292,4
2020.10.25\frame0001.frame,791,161,4
2020.10.25\frame0001.frame,875,313,4
2020.10.25\frame0001.frame,797,260,4
2020.10.25\frame0001.frame,778,453,4
2020.10.25\frame0001.frame,531,356,4
2020.10.25\frame0001.frame,243,314,4
2020.10.25\frame0001.frame,611,84,4
2020.10.26\0_453.frame,242,106,3
2020.10.26\0_453.frame,249,177,3
2020.10.26\0_453.frame,568,330,0
2020.10.26\0_453.frame,627,330,0
2020.10.26\0_453.frame,332,389,0
2020.10.26\0_453.frame,450,507,0
2020.10.26\0_455.frame,135,142,0
2020.10.26\0_455.frame,424,202,1
2020.10.26\0_455.frame,421,100,1
2020.10.26\0_455.frame,315,478,13
2020.10.26\0_498.frame,252,144,3
2020.10.26\0_498.frame,247,243,3
2020.10.26\0_498.frame,509,271,0
2020.10.26\0_498.frame,804,271,0
2020.10.26\0_498.frame,627,389,0
2020.10.26\0_498.frame,391,448,0
2020.10.26\0_498.frame,273,507,0
2020.10.26\0_569.frame,585,303,13
2020.10.26\0_569.frame,590,173,1
2020.10.26\0_569.frame,589,428,1
2020.10.26\0_569.frame,155,389,0
2020.10.26\0_603.frame,400,313,13
2020.10.26\0_603.frame,600,208,1
2020.10.26\0_603.frame,401,433,1
2020.10.26\0_603.frame,396,179,1
2020.10.26\0_755.frame,450,507,3
2020.10.26\0_755.frame,227,133,1
2020.10.26\0_755.frame,686,448,0
2020.10.26\0_877.frame,297,72,0
2020.10.26\0_877.frame,634,407,13
2020.10.26\0_877.frame,629,283,1
2020.10.26\1_196.frame,621,277,3
2020.10.26\1_196.frame,804,212,0
2020.10.26\1_196.frame,273,448,0
2020.10.26\1_246.frame,520,243,3
2020.10.26\1_246.frame,529,177,3
2020.10.26\1_246.frame,273,153,0
2020.10.26\1_246.frame,332,212,0
2020.10.26\1_246.frame,273,448,0
2020.10.26\1_247.frame,542,299,3
2020.10.26\1_247.frame,541,364,3
2020.10.26\1_247.frame,529,445,3
2020.10.26\1_247.frame,155,389,0
2020.10.26\1_247.frame,804,389,0
2020.10.26\1_335.frame,296,312,3
2020.10.26\1_335.frame,804,389,0
2020.10.26\1_335.frame,568,507,0
2020.10.26\1_345.frame,857,399,4
2020.10.26\1_345.frame,568,153,0
2020.10.26\1_345.frame,745,153,0
2020.10.26\1_347.frame,679,215,3
2020.10.26\1_347.frame,676,307,3
2020.10.26\1_347.frame,675,350,3
2020.10.26\1_347.frame,677,263,3
2020.10.26\1_347.frame,273,271,0
2020.10.26\1_444.frame,368,406,6
2020.10.26\1_444.frame,214,94,0
2020.10.26\1_444.frame,686,271,0
